건물명,주소,층,거래일,거래금액,면적,평,건축년도,10평보증금평균,10평월세평균,건물형태,보증금평가,월세평가,경도,위도
아이에스빌리브,온수동 141,3층,2020 1 8,       100/        20,74.48,22.5,2010,44.444444444444436,8.888888888888891,아파트,적정보증금,적정월세,126.822093,37.496864
무지개아파트(308-86),구산동 308-86,6층,2020 1 11,"    21,000/         0",84.57,25.6,2013,8203.125,0.0,아파트,적정보증금,적정월세,126.90371,37.617278999999996
로얄카운티-2,원효로1가 17-5,1층,2020 1 21,"    20,000/       140",133.35,40.3,2006,4962.779156327544,34.73945409429281,아파트,적정보증금,적정월세,126.96654699999999,37.541538
효성A(923-17),화곡동 923-17,3층,2020 1 13,"    15,000/         0",50.22,15.2,2002,9868.42105263158,0.0,아파트,적정보증금,적정월세,126.840783,37.529224
삼성동대유리채,삼성동 120-9,1층,2020 1 31,"     2,629/        27",29.49,8.9,2012,2953.9325842696626,30.337078651685392,아파트,적정보증금,적정월세,127.05361299999998,37.510902
우남(저층),월계동 492-1,4층,2020 1 4,"    18,000/         0",82.13,24.8,1984,7258.064516129032,0.0,아파트,적정보증금,적정월세,127.06191299999999,37.614967
현대캐슬,미아동 133-12,3층,2020 1 20,"     8,000/        60",68.45,20.7,2008,3864.734299516908,28.98550724637681,아파트,적정보증금,적정월세,127.030703,37.622238
답십리대우(임대),답십리동 111-1,17층,2020 1 29,"     3,709/         0",29.85,9.0,2002,4121.11111111111,0.0,아파트,적정보증금,적정월세,127.05448,37.573099
해오름101동,망우동 508-14,11층,2020 1 12,"     5,000/       100",84.97200000000002,25.7,2005,4863.813229571985,25.291828793774318,아파트,적정보증금,적정월세,127.09431599999999,37.596559
문영센스빌,북아현동 1-46,1층,2020 1 23,"    25,000/         0",83.6,25.3,2002,9881.422924901184,0.0,아파트,적정보증금,적정월세,126.95696799999999,37.563943
송도그린빌C동,홍제동 322-95,4층,2020 1 31,"     2,000/        40",44.04,13.3,2003,1503.7593984962405,30.07518796992481,아파트,적정보증금,적정월세,126.94283700000001,37.581901
제이아델리아,연희동 81-6,6층,2020 1 13,"    50,000/         0",185.01,56.0,2003,8928.57142857143,0.0,아파트,적정보증금,적정월세,126.934449,37.572247999999995
충우,연희동 105-16,1층,2020 1 18,"    21,000/         0",92.56,28.0,2003,7500.0,0.0,아파트,적정보증금,적정월세,126.928001,37.572676
한신APT,창동 451,6층,2020 2 15,"     3,000/        60",59.96,18.1,1999,1657.4585635359113,33.149171270718234,아파트,적정보증금,적정월세,127.04095600000001,37.638892
원산아파트33차,창동 661-13,7층,2020 2 29,"    10,000/        40",46.74,14.1,2003,7092.198581560285,28.368794326241137,아파트,적정보증금,적정월세,127.035951,37.649213
보람,신월동 457-15,3층,2020 2 11,"    10,000/        35",82.99,25.1,1996,3984.06374501992,13.944223107569721,아파트,적정보증금,적정월세,126.84751000000001,37.526641
로즈그린타운,신월동 535-7,6층,2020 2 28,"    25,000/         0",95.96,29.0,2000,8620.689655172413,0.0,아파트,적정보증금,적정월세,126.843322,37.519436999999996
효자,통인동 5-1,3층,2020 2 12,"    17,000/         0",61.49,18.6,1999,9139.784946236558,0.0,아파트,적정보증금,적정월세,126.97079199999999,37.580940999999996
한신플러스A,동소문동4가 280,5층,2020 2 7,"    20,000/       150",156.33,47.3,2004,4228.329809725159,31.71247357293869,아파트,적정보증금,적정월세,127.01116999999999,37.593423
한아102(994-73),독산동 994-73,2층,2020 2 1,       500/        40,109.65,33.2,2004,150.60240963855418,12.048192771084334,아파트,적정보증금,적정월세,126.906049,37.472117
거상센스빌(956-6),시흥동 956-6,5층,2020 2 22,"    17,000/         0",63.795,19.3,2002,8808.290155440414,0.0,아파트,적정보증금,적정월세,126.90535200000001,37.440079
한빛로얄,시흥동 796-7,1층,2020 2 27,"    20,000/         0",81.95,24.8,2003,8064.5161290322585,0.0,아파트,적정보증금,적정월세,126.90975900000001,37.46188
판테옹빌라,방배동 841-2,1층,2020 2 10,"    55,000/        50",234.86,71.0,2002,7746.478873239437,7.04225352112676,아파트,적정보증금,적정월세,126.993799,37.491594
캐릭터그린빌,봉천동 729-24,19층,2020 2 5,"    35,000/        45",142.47,43.1,2000,8120.649651972159,10.440835266821344,아파트,적정보증금,적정월세,126.925348,37.491748
캐릭터그린빌,봉천동 729-24,19층,2020 2 5,"    35,000/        45",142.47,43.1,2000,8120.649651972159,10.440835266821344,아파트,적정보증금,적정월세,126.925348,37.491748
낙성대늘푸른,봉천동 1690-164,3층,2020 2 15,"    20,000/        60",96.92,29.3,2004,6825.938566552901,20.477815699658702,아파트,적정보증금,적정월세,126.96715400000001,37.47619
서초그린,신림동 1732,4층,2020 2 23,"    28,000/         0",59.81,18.1,2005,7272.072575617516,26.264591439688715,아파트,적정보증금,적정월세,126.941558,37.468918
현재맨션,녹번동 35-122,5층,2020 2 8,"    39,000/         0",146.88,44.4,1993,8783.783783783785,0.0,아파트,적정보증금,적정월세,126.933659,37.603047
명진,응암동 360-15,1층,2020 2 1,"     8,000/         0",90.52,27.4,2004,2919.7080291970815,0.0,아파트,적정보증금,적정월세,126.91877,37.591035999999995
만민라이프(A동),역촌동 59-15,7층,2020 2 14,"     6,000/        90",84.87,25.7,2004,2334.630350194553,35.01945525291829,아파트,적정보증금,적정월세,126.913657,37.605514
성아1,한남동 263-10,4층,2020 2 21,"     4,000/       100",97.98,29.6,1970,1001.408574698477,35.62153358570296,아파트,적정보증금,적정월세,127.00859299999999,37.53415800000001
중앙(931-9),화곡동 931-9,6층,2020 2 4,"    16,000/         0",58.62,17.7,2004,9039.54802259887,0.0,아파트,적정보증금,적정월세,126.842238,37.527346
다울,화곡동 1061-34,6층,2020 2 15,"    15,000/         0",58.45,17.7,2002,8474.57627118644,0.0,아파트,적정보증금,적정월세,126.84181299999999,37.543137
예스빌,내발산동 687-2,6층,2020 2 26,"     8,000/        65",66.2,20.0,2003,4000.0,32.5,아파트,적정보증금,적정월세,126.83266699999999,37.55276
논현빌라트,논현동 102-9,1층,2020 2 10,"    15,000/        30",53.8,16.3,1999,9202.45398773006,18.404907975460123,아파트,적정보증금,적정월세,127.039922,37.519262
가락현대투웰브(102동),가락동 198-13,7층,2020 2 24,"     4,000/        20",84.58,25.6,2005,1562.5,7.8125,아파트,적정보증금,적정월세,127.131777,37.49204
그랑밸리(64),오금동 64,4층,2020 2 27,"    18,700/         0",76.43,23.1,2007,8095.2380952380945,0.0,아파트,적정보증금,적정월세,127.134248,37.502357
성영,마천동 22,8층,2020 2 15,"     1,000/        35",80.13,24.2,2000,413.2231404958678,14.462809917355372,아파트,적정보증금,적정월세,127.14508000000001,37.499643
씨엠아파트,공릉동 568-6,5층,2020 2 15,"    10,000/        20",58.23,17.6,2006,5681.818181818181,11.363636363636365,아파트,적정보증금,적정월세,127.07325700000001,37.622715
백두골드,수유동 710-15,2층,2020 2 15,"    17,000/         0",73.23,22.2,2003,7657.657657657657,0.0,아파트,적정보증금,적정월세,127.021892,37.648025
대림e-편한세상(임대),이문동 225-1,4층,2020 2 24,"     3,158/        14",30.113000000000003,9.1,2003,3470.3296703296705,15.384615384615385,아파트,적정보증금,적정월세,127.063004,37.60474
미래한건아파트 101동,면목동 136-77,7층,2020 2 7,"    12,000/        80",76.33,23.1,2005,5194.805194805194,34.63203463203463,아파트,적정보증금,적정월세,127.083455,37.591105
해동 훼미리,상봉동 210-2,5층,2020 2 8,"     3,500/        85",84.77,25.6,2005,1367.1875,33.203125,아파트,적정보증금,적정월세,127.087153,37.600747999999996
로얄,중화동 110-26,5층,2020 2 11,"    10,000/        60",76.65,23.2,2004,4310.344827586207,25.86206896551724,아파트,적정보증금,적정월세,127.08245,37.600991
풀내음(B동),묵동 58-3,6층,2020 2 21,"    12,000/         0",73.82,22.3,2006,5381.165919282511,0.0,아파트,적정보증금,적정월세,127.08039699999999,37.61595
고덕 골든빌(103동),묵동 168-7,10층,2020 2 27,"    14,000/        75",84.21,25.5,2012,5490.196078431372,29.411764705882355,아파트,적정보증금,적정월세,127.076531,37.616298
용마프라자,망우동 572,5층,2020 2 10,"    11,000/        32",59.28,17.9,1995,4748.603351955308,28.491620111731844,아파트,적정보증금,적정월세,127.09886000000002,37.596278999999996
개나리,망우동 213-3,3층,2020 2 12,"     8,100/         0",41.88,12.7,1988,7900.262467191602,0.0,아파트,적정보증금,적정월세,127.105741,37.605143
행복한,충정로3가 3-46,3층,2020 2 29,"     1,700/         0",39.91,12.1,2006,9980.829854306892,0.0,아파트,적정보증금,적정월세,126.960812,37.562644
엠화일에이동,남가좌동 135-6,7층,2020 2 25,"    19,000/         0",71.4,21.6,2005,8796.296296296296,0.0,아파트,적정보증금,적정월세,126.920239,37.571659000000004
북한산팰리스아파트,방학동 522,1층,2020 3 20,"    35,000/         0",157.14,47.5,2001,7368.421052631579,0.0,아파트,적정보증금,적정월세,127.021502,37.657852
부영팰리스,방학동 690-3,6층,2020 3 27,"    20,000/         0",66.0,20.0,2002,10000.0,0.0,아파트,적정보증금,적정월세,127.03743700000001,37.663975
은하아파트,신월동 140-23,5층,2020 3 17,"     3,000/        60",143.95,43.5,1993,689.6551724137931,13.793103448275865,아파트,적정보증금,적정월세,126.83087900000001,37.533893
올림푸스(150-1),신월동 150-1,3층,2020 3 19,"    23,000/         0",84.32,25.5,2006,9019.607843137255,0.0,아파트,적정보증금,적정월세,126.824976,37.535096
삼혜아트빌,신월동 1007-4,3층,2020 3 21,"    25,000/         0",84.87,25.7,2001,9727.626459143969,0.0,아파트,적정보증금,적정월세,126.839312,37.516135999999996
대외,신월동 470-1,1층,2020 3 23,"    26,000/         0",88.74,26.8,2004,9701.492537313432,0.0,아파트,적정보증금,적정월세,126.84784099999999,37.526392
신월,신월동 230-2,4층,2020 3 24,"    20,000/         0",77.13,23.3,1993,8583.690987124462,0.0,아파트,적정보증금,적정월세,126.83573899999999,37.529121
상신,신월동 439-25,3층,2020 3 28,"    20,000/         0",70.14,21.2,2003,9433.962264150943,0.0,아파트,적정보증금,적정월세,126.839597,37.521842
동도하이츠,신월동 218-12,4층,2020 3 28,"    22,000/         0",83.04,25.1,2004,8764.940239043824,0.0,아파트,적정보증금,적정월세,126.836045,37.52688
낙원,낙원동 288,13층,2020 3 1,"    21,000/         0",107.17,32.4,1968,4783.95061728395,15.432098765432098,아파트,적정보증금,적정월세,126.98761100000002,37.572157000000004
(1-102),명륜3가 1-102,5층,2020 3 21,"    15,000/         0",59.97,18.1,1997,8287.292817679558,0.0,아파트,적정보증금,적정월세,126.995245,37.589477
이지-빌,회현동1가 100-12,5층,2020 3 11,"    20,000/         0",75.7,22.9,2006,9723.955084217094,0.0,아파트,적정보증금,적정월세,126.98033600000001,37.556885
인성아트빌,신당동 432-502,5층,2020 3 17,"     9,000/        30",59.72,18.1,2001,4972.375690607734,16.574585635359117,아파트,적정보증금,적정월세,127.00586799999999,37.551066
대은팰리스뷰(102),암사동 503-6,7층,2020 3 16,"    39,000/         0",84.9,25.7,2007,9143.968871595329,21.40077821011673,아파트,적정보증금,적정월세,127.127326,37.551891
경지리버캐슬,암사동 510-10,9층,2020 3 17,"    60,000/         0",249.55,75.5,2003,6231.574449903866,0.0,아파트,적정보증금,적정월세,127.124031,37.551074
신세계,시흥동 823,2층,2020 3 11,"    25,000/         0",84.83,25.7,2002,9727.626459143969,0.0,아파트,적정보증금,적정월세,126.907395,37.454226
두영이지안102동,합정동 357-5,6층,2020 3 6,"    25,000/        90",84.876,25.7,2007,9727.626459143969,35.01945525291829,아파트,적정보증금,적정월세,126.91811399999999,37.545618
새진7차,봉천동 180-380,5층,2020 3 26,       500/        40,104.4,31.6,2005,158.2278481012658,12.658227848101266,아파트,적정보증금,적정월세,126.96611599999999,37.469487
쎈트앤빌2,남현동 602-192,2층,2020 3 19,"    20,000/        85",96.65,29.2,2002,6849.315068493151,29.10958904109589,아파트,적정보증금,적정월세,126.979773,37.472714
오류그린,오류동 1-7,5층,2020 3 14,"    14,000/         0",61.68,18.7,2001,7486.631016042782,0.0,아파트,적정보증금,적정월세,126.83565,37.497746
푸른숲,응암동 236-7,6층,2020 3 14,"    20,000/         0",66.18,20.0,2011,10000.0,0.0,아파트,적정보증금,적정월세,126.922729,37.593666999999996
주공6단지,등촌동 705,4층,2020 3 6,"     3,447/         8",42.9,13.0,1995,1775.4520917678813,12.186234817813766,아파트,적정보증금,적정월세,126.848325,37.55969
우성(410-56),화곡동 410-56,3층,2020 3 6,"    13,500/         0",67.23,20.3,2000,6650.246305418719,0.0,아파트,적정보증금,적정월세,126.84921999999999,37.538299
은하수,화곡동 1014-12,4층,2020 3 10,"    29,000/         0",99.34,30.1,2004,9634.551495016607,0.0,아파트,적정보증금,적정월세,126.835279,37.544893
오복뜨란체,화곡동 1021-7,6층,2020 3 25,"    10,000/        60",65.92,19.9,2007,5025.125628140704,30.150753768844233,아파트,적정보증금,적정월세,126.83573799999999,37.544465
천우네오젠,내발산동 674-33,3층,2020 3 10,"    20,000/        50",84.82,25.7,2009,7782.101167315176,19.455252918287933,아파트,적정보증금,적정월세,126.84036100000002,37.552836
상계주공3(저층),상계동 737,4층,2020 3 6,"     3,000/        95",71.89,21.7,1987,7373.27188940092,21.889400921658982,아파트,적정보증금,적정월세,127.058254,37.651781
보람그린APT101동,상계동 1090-2,8층,2020 3 7,"    30,000/         0",118.54,35.9,1999,8356.545961002786,0.0,아파트,적정보증금,적정월세,127.05153999999999,37.674451
두산베어스타워,용두동 138-41,24층,2020 3 11,"    35,000/         0",114.91,34.8,1998,9805.805695878174,0.0,아파트,적정보증금,적정월세,127.03236899999999,37.578507
두산베어스타워,용두동 138-41,24층,2020 3 11,"    35,000/         0",114.91,34.8,1998,9805.805695878174,0.0,아파트,적정보증금,적정월세,127.03236899999999,37.578507
네오빌,장안동 339-7,7층,2020 3 4,"    24,500/         0",169.29,51.2,2004,8251.953125,0.0,아파트,적정보증금,적정월세,127.07190800000001,37.568093
라이프미성,면목동 1-41,2층,2020 3 27,"     5,000/        40",55.4,16.8,1995,2976.190476190476,23.809523809523807,아파트,적정보증금,적정월세,127.100908,37.588879
북아현3차,북아현동 189-22,3층,2020 3 4,"    30,000/        40",116.62,35.3,2002,8498.5835694051,11.3314447592068,아파트,적정보증금,적정월세,126.952068,37.564648
하이펠리스,창천동 470,6층,2020 3 27,"    25,000/        85",109.5,33.1,2004,7552.870090634441,25.67975830815709,아파트,적정보증금,적정월세,126.927474,37.559742
연희에스엠,연희동 705-4,7층,2020 3 25,"    22,000/         0",68.06,20.6,2011,9708.737864077668,0.0,아파트,적정보증금,적정월세,126.928549,37.573943
삼보,쌍문동 460-8,3층,2020 4 25,"     1,000/        55",77.1,23.3,2003,1643.1637032495405,23.231146535867573,아파트,적정보증금,적정월세,127.02185700000001,37.65329600000001
동일아파트,방학동 621-6,4층,2020 4 6,"    17,000/         0",68.03,20.6,2002,8252.427184466018,0.0,아파트,적정보증금,적정월세,127.035328,37.668427
왕자상가아파트,목동 736-3,3층,2020 4 3,"    25,000/         0",83.2,25.2,1995,9920.63492063492,0.0,아파트,적정보증금,적정월세,126.866968,37.537164000000004
신월동로마파빌리온,신월동 538-1,6층,2020 4 9,"     5,000/        70",84.86,25.7,2003,1945.525291828794,27.237354085603123,아파트,적정보증금,적정월세,126.841342,37.519418
레미앙,신월동 1002-1,15층,2020 4 14,"    14,000/         0",84.9,25.7,2004,8171.206225680934,0.0,아파트,적정보증금,적정월세,126.83726499999999,37.516116
환희,신월동 123-5,1층,2020 4 29,"    15,000/         0",64.89,19.6,2003,7846.631114757461,0.0,아파트,적정보증금,적정월세,126.834962,37.531040999999995
대림상가,산림동 207-2,9층,2020 4 2,"    23,000/         0",68.1,20.6,1972,7682.0788875004,0.0,아파트,적정보증금,적정월세,126.99539399999999,37.567457
(432-904),신당동 432-904,5층,2020 4 18,"    11,500/         0",59.16,17.9,2001,7305.857754255285,0.0,아파트,적정보증금,적정월세,127.005932,37.55132800000001
길동3차이룸,길동 146-1,4층,2020 4 16,"    23,000/         0",83.51,25.3,2005,9090.909090909092,0.0,아파트,적정보증금,적정월세,127.14503500000001,37.53625200000001
한양그린,암사동 449,2층,2020 4 15,"    40,000/         0",146.74,44.4,1992,9009.009009009007,0.0,아파트,적정보증금,적정월세,127.13675500000001,37.55670900000001
암사동한솔,암사동 419,7층,2020 4 15,"    42,000/         0",84.73,25.6,2002,7441.40625,25.9765625,아파트,적정보증금,적정월세,127.139909,37.552046000000004
