건물명,주소,입력주소,경도,위도
화랑타운아파트,공릉동 111,서울시  공릉동 111,127.088529,37.623492
하늘공원,공릉동 222,서울시  공릉동 222,127.080306,37.625194
하늘공원아파트(102동),공릉동 222-4,서울시  공릉동 222-4,127.080331,37.625005
태릉우성아파트,공릉동 254,서울시  공릉동 254,127.084891,37.624491
청수대아파트,공릉동 270-47,서울시  공릉동 270-47,127.080718,37.620242
신원아파트,공릉동 370-4,서울시  공릉동 370-4,127.075077,37.627559
서일이츠뷰,공릉동 371-11,서울시  공릉동 371-11,127.073763,37.627513
남청파인힐,공릉동 379-5,서울시  공릉동 379-5,127.07148,37.626242
대동아파트2,공릉동 380-1,서울시  공릉동 380-1,127.070241,37.626548
청솔브레싱B동,공릉동 380-10,서울시  공릉동 380-10,127.070877,37.626382
청솔브레씽A동,공릉동 380-56,서울시  공릉동 380-56,127.070663,37.626344
신명아파트,공릉동 382-14,서울시  공릉동 382-14,127.070849,37.625048
임성아파트,공릉동 389-13,서울시  공릉동 389-13,127.075703,37.627339
참다움아파트,공릉동 395-6,서울시  공릉동 395-6,127.073981,37.625496
진명비베레,공릉동 395-7,서울시  공릉동 395-7,127.073677,37.625323
건영아파트,공릉동 404-3,서울시  공릉동 404-3,127.071378,37.624403
한진아파트,공릉동 408-23,서울시  공릉동 408-23,127.078877,37.6253
윤탁노블레스,공릉동 421-15,서울시  공릉동 421-15,127.079875,37.627047
공릉행복주택,공릉동 428-7,서울시  공릉동 428-7,127.07587,37.628511
대아2차아파트,공릉동 492-1,서울시  공릉동 492-1,127.071301,37.623267
서진프라자아파트,공릉동 492-3,서울시  공릉동 492-3,127.071799,37.623307
씨엠아파트,공릉동 568-6,서울시  공릉동 568-6,127.073257,37.622715
우성2차아파트 101동,공릉동 569-26,서울시  공릉동 569-26,127.072954,37.622452
라메즈아파트,공릉동 575-24,서울시  공릉동 575-24,127.073307,37.621364
하나플러스,공릉동 587-8,서울시  공릉동 587-8,127.077515,37.621839
현대(고려)아파트,공릉동 590-1,서울시  공릉동 590-1,127.077187,37.620944
백영아파트,공릉동 593-6,서울시  공릉동 593-6,127.075739,37.620761
대동아파트,공릉동 604-11,서울시  공릉동 604-11,127.072352,37.619852
동아하이빌아파트101동,공릉동 609-3,서울시  공릉동 609-3,127.07258,37.618781
동아하이빌아파트,공릉동 609-57,서울시  공릉동 609-57,127.072685,37.618602
플라체76,공릉동 661-20,서울시  공릉동 661-20,127.077564,37.618847
드림파크,공릉동 661-21,서울시  공릉동 661-21,127.077427,37.618937
노원 프레미어스 엠코,공릉동 670-20,서울시  공릉동 670-20,127.076401,37.618559
미라쉘,공릉동 670-6,서울시  공릉동 670-6,127.076291,37.618261
6.7디벨리움,공릉동 670-7,서울시  공릉동 670-7,127.076574,37.618254
한일휴니스빌,공릉동 683-14,서울시  공릉동 683-14,127.07434,37.617525
(683-30),공릉동 683-30,서울시  공릉동 683-30,127.074507,37.617805
도균빌딩,공릉동 684-16,서울시  공릉동 684-16,127.073066,37.617082
남광미르빌,공릉동 684-60,서울시  공릉동 684-60,127.073277,37.617435
탑스빌아파트(101동),공릉동 690-10,서울시  공릉동 690-10,127.072339,37.617221
삼익아파트,공릉동 690-2,서울시  공릉동 690-2,127.072296,37.61795
동부아파트,공릉동 705,서울시  공릉동 705,127.078526,37.628082
시영2단지(라이프)아파트,공릉동 707,서울시  공릉동 707,127.0667,37.630665
공릉1단지아파트,공릉동 708,서울시  공릉동 708,127.069322,37.630253
삼익4단지아파트,공릉동 714,서울시  공릉동 714,127.071764,37.629786
시영3차(라이프)아파트,공릉동 715,서울시  공릉동 715,127.068705,37.627103
풍림아파트A,공릉동 725,서울시  공릉동 725,127.066799,37.629134
풍림아파트B,공릉동 727,서울시  공릉동 727,127.069314,37.628217
삼익아파트,공릉동 737,서울시  공릉동 737,127.081803,37.626882
공릉우성아파트,공릉동 738,서울시  공릉동 738,127.072675,37.628513
대아아파트1차,공릉동 740,서울시  공릉동 740,127.078974,37.623913
현대성우아파트,공릉동 741,서울시  공릉동 741,127.077391,37.626415
효성아파트,공릉동 742,서울시  공릉동 742,127.088536,37.621041
공릉동 한보에센시티아파트,공릉동 743,서울시  공릉동 743,127.08026,37.628023
건영장미아파트,공릉동 744,서울시  공릉동 744,127.075363,37.629165
동신아파트,공릉동 745,서울시  공릉동 745,127.07676,37.627987
화랑해링턴플레이스아파트,공릉동 746,서울시  공릉동 746,127.081172,37.623858
두산힐스빌아파트,공릉동 747,서울시  공릉동 747,127.079907,37.62083
신도1차아파트,공릉동 748,서울시  공릉동 748,127.069945,37.627582
공릉2신도브래뉴아파트,공릉동 749,서울시  공릉동 749,127.071804,37.625668
녹주아파트,공릉동 750,서울시  공릉동 750,127.072731,37.620377
대주파크빌아파트,공릉동 751,서울시  공릉동 751,127.072087,37.62112
광덕파크빌아파트,공릉동 752,서울시  공릉동 752,127.07736,37.622486
길성그랑프리텔아파트,공릉동 753,서울시  공릉동 753,127.07079,37.627922
삼익2차아파트,공릉동 754,서울시  공릉동 754,127.080298,37.625843
비콘아파트,공릉동 755,서울시  공릉동 755,127.079366,37.621529
신성미소지움아파트,공릉동 756,서울시  공릉동 756,127.080933,37.624875
우국리더스빌,공릉동 757,서울시  공릉동 757,127.070282,37.625999
태승훼미리아파트,공릉동 759,서울시  공릉동 759,127.076236,37.629145
태강아파트,공릉동 81,서울시  공릉동 81,127.083104,37.623396
청솔아파트9,공릉동 90,서울시  공릉동 90,127.085077,37.621393
청솔아파트8,공릉동 91,서울시  공릉동 91,127.086017,37.623229
해태,공항동 1371,서울시  공항동 1371,126.815824,37.563657
공항동부센트레빌,공항동 1374,서울시  공항동 1374,126.808028,37.560614
발쿠치네하우스,공항동 1378,서울시  공항동 1378,126.809888,37.559678
스카이,공항동 14-10,서울시  공항동 14-10,126.813633,37.562599
청성스카이,공항동 22-4,서울시  공항동 22-4,126.812773,37.562617
송정제이빌102동,공항동 42-12,서울시  공항동 42-12,126.811008,37.560419
송정제이빌101동,공항동 42-23,서울시  공항동 42-23,126.810989,37.560194
현대빌라트,광장동 105,서울시  광장동 105,127.11033,37.551692
동북아스위트힐(107),광장동 107,서울시  광장동 107,127.109765,37.55158
유진스웰,광장동 121,서울시  광장동 121,127.109201,37.550458
워크힐팰리스,광장동 125,서울시  광장동 125,127.10984,37.550085
현대리버빌,광장동 131-1,서울시  광장동 131-1,127.1096,37.549254
워커힐,광장동 145-8,서울시  광장동 145-8,127.106644,37.550466
워커힐푸르지오,광장동 148-4,서울시  광장동 148-4,127.108803,37.549671
연세리버빌6차,광장동 184-1,서울시  광장동 184-1,127.108998,37.548546
극동2,광장동 218-1,서울시  광장동 218-1,127.104578,37.54335
신동아파밀리에,광장동 250,서울시  광장동 250,127.104932,37.546885
광장동현대Ⅰ빌라트,광장동 350-1,서울시  광장동 350-1,127.105107,37.549337
삼성광장2,광장동 453-1,서울시  광장동 453-1,127.101885,37.542383
한강현대아파트,광장동 457-24,서울시  광장동 457-24,127.100974,37.541917
현대3,광장동 484,서울시  광장동 484,127.098604,37.54052
현대5,광장동 554-7,서울시  광장동 554-7,127.099949,37.539693
삼성광장1,광장동 561,서울시  광장동 561,127.103188,37.541348
"현대8(801동,802동)",광장동 565,서울시  광장동 565,127.099617,37.541862
청구,광장동 566,서울시  광장동 566,127.096343,37.542206
광나루현대,광장동 567,서울시  광장동 567,127.108508,37.546894
현대8(803동),광장동 569,서울시  광장동 569,127.098364,37.541591
상록타워아파트,광장동 570,서울시  광장동 570,127.100936,37.542277
광장현대9단지,광장동 576,서울시  광장동 576,127.097722,37.542352
현대파크빌,광장동 577,서울시  광장동 577,127.101548,37.544075
금호베스트빌,광장동 578,서울시  광장동 578,127.093915,37.543674
광장11현대홈타운,광장동 579,서울시  광장동 579,127.097438,37.543314
현대홈타운12차,광장동 580,서울시  광장동 580,127.102873,37.544995
광장자이,광장동 581,서울시  광장동 581,127.095242,37.542504
광장힐스테이트,광장동 582,서울시  광장동 582,127.099805,37.543179
동아,교북동 101,서울시  교북동 101,126.962026,37.571368
경희궁자이(4단지),교북동 126,서울시  교북동 126,126.961423,37.571614
마운틴뷰,구기동 125-5,서울시  구기동 125-5,126.95627,37.609061
신안타워,구로동 100-8,서울시  구로동 100-8,126.887781,37.495653
푸른솔,구산동 147-46,서울시  구산동 147-46,126.908257,37.61233
브라운스톤구산,구산동 159-10,서울시  구산동 159-10,126.90905,37.611517
경향,구산동 162-1,서울시  구산동 162-1,126.905655,37.610567
뉴월드빌(16-28),구산동 16-28,서울시  구산동 16-28,126.91156,37.610306
한성산장,구산동 169-1,서울시  구산동 169-1,126.906685,37.609053
캐슬아파트(18-10),구산동 18-10,서울시  구산동 18-10,126.912858,37.609011
신호(199-24),구산동 199-24,서울시  구산동 199-24,126.913028,37.612941
천지로얄,구산동 202-8,서울시  구산동 202-8,126.910139,37.613744
세화샤이닝1,구산동 222,서울시  구산동 222,126.915442,37.608918
세화샤이닝2,구산동 223,서울시  구산동 223,126.9152,37.608456
경남아너스빌,구산동 224,서울시  구산동 224,126.905253,37.605535
구산그린빌,구산동 226,서울시  구산동 226,126.904282,37.605355
송학,구산동 24-59,서울시  구산동 24-59,126.911995,37.608418
그린,구산동 24-77,서울시  구산동 24-77,126.912077,37.608256
엔에스,구산동 26-41,서울시  구산동 26-41,126.910261,37.60769
두일,구산동 308-3,서울시  구산동 308-3,126.905165,37.618518
무지개아파트(308-86),구산동 308-86,서울시  구산동 308-86,126.90371,37.617279
진성(347-1),구산동 347-1,서울시  구산동 347-1,126.907252,37.614402
동익파크(355-95),구산동 355-95,서울시  구산동 355-95,126.90683,37.614659
동익파크(355-98),구산동 355-98,서울시  구산동 355-98,126.906934,37.615264
갈현현대,구산동 382,서울시  구산동 382,126.905405,37.612943
대림e-편한세상2,구산동 546,서울시  구산동 546,126.905799,37.612334
갈현1단지e-편한세상,구산동 547,서울시  구산동 547,126.906348,37.61197
삼성로얄아파트,구의동 16-26,서울시  구의동 16-26,127.095635,37.554905
광남캐스빌(198-4),구의동 198-4,서울시  구의동 198-4,127.095701,37.540039
강변아파트,구의동 198-5,서울시  구의동 198-5,127.095467,37.539766
삼성쉐르빌,구의동 199-18,서울시  구의동 199-18,127.094889,37.539843
현대13차폴라트리움,구의동 199-23,서울시  구의동 199-23,127.094748,37.539319
그레이스홈타운(101동),구의동 205-6,서울시  구의동 205-6,127.093114,37.542533
욱현(208-1),구의동 208-1,서울시  구의동 208-1,127.092212,37.54221
하늘애,구의동 224-1,서울시  구의동 224-1,127.090929,37.542588
구의청정,구의동 226-12,서울시  구의동 226-12,127.08938,37.543387
도성,구의동 235-30,서울시  구의동 235-30,127.08601,37.544172
솔렌시아2,구의동 236-25,서울시  구의동 236-25,127.084634,37.5429
명성,구의동 237-5,서울시  구의동 237-5,127.085701,37.54262
퓨전빌,구의동 244-6,서울시  구의동 244-6,127.090854,37.538515
대영(2동),구의동 254-41,서울시  구의동 254-41,127.083648,37.542027
리치캐슬,구의동 27-10,서울시  구의동 27-10,127.094012,37.554343
동우아파트,구의동 31-9,서울시  구의동 31-9,127.092948,37.552479
데쟈뷰아파트,구의동 45-11,서울시  구의동 45-11,127.094368,37.550201
해성,구의동 47-23,서울시  구의동 47-23,127.092466,37.551196
구의강변우성아파트,구의동 546-7,서울시  구의동 546-7,127.092952,37.535314
강변현대하이엘,구의동 547,서울시  구의동 547,127.092209,37.534092
광진해모로리버뷰,구의동 547-7,서울시  구의동 547-7,127.09217,37.533542
대성빌라트(552-6),구의동 552-6,서울시  구의동 552-6,127.095346,37.555399
구의현대7단지현대홈타운,구의동 587-54,서울시  구의동 587-54,127.091005,37.536317
파르네빌,구의동 587-58,서울시  구의동 587-58,127.091179,37.535976
옥산그린타워,구의동 587-64,서울시  구의동 587-64,127.091895,37.535738
아크로리버,구의동 589-10,서울시  구의동 589-10,127.092562,37.535789
나크빌라트,구의동 590-7,서울시  구의동 590-7,127.089935,37.535967
우남위시빌,구의동 591-29,서울시  구의동 591-29,127.089589,37.535504
강변힐하우스,구의동 596-1,서울시  구의동 596-1,127.090314,37.5336
구의현대6단지,구의동 610,서울시  구의동 610,127.094657,37.538445
구의현대2단지,구의동 611,서울시  구의동 611,127.096351,37.538737
광남캐스빌,구의동 620-6,서울시  구의동 620-6,127.085649,37.545935
현대프라임,구의동 631-1,서울시  구의동 631-1,127.097556,37.537305
새한,구의동 656,서울시  구의동 656,127.087972,37.540997
성동강변파크빌101(강변타워),구의동 657,서울시  구의동 657,127.093018,37.538315
세양,구의동 658,서울시  구의동 658,127.09382,37.53751
세림리오빌,구의동 659,서울시  구의동 659,127.091965,37.539271
구의동현진에버빌,구의동 660,서울시  구의동 660,127.092794,37.5428
아차산한라아파트,구의동 662,서울시  구의동 662,127.097232,37.553899
아차산휴먼시아,구의동 663,서울시  구의동 663,127.093095,37.547795
주성힐스톤,구의동 664,서울시  구의동 664,127.091157,37.543401
파크타운,구의동 665,서울시  구의동 665,127.090517,37.551334
강변에스케이뷰,구의동 667,서울시  구의동 667,127.089905,37.538417
래미안파크스위트,구의동 668,서울시  구의동 668,127.090087,37.545807
광진 파크 프라이빗,구의동 670,서울시  구의동 670,127.090733,37.547596
스위트빌(71-1),구의동 71-1,서울시  구의동 71-1,127.090395,37.549324
한영해시안아파트,구의동 71-6,서울시  구의동 71-6,127.089947,37.548924
스타파크아파트,구의동 80-37,서울시  구의동 80-37,127.085674,37.545701
호동,군자동 343-12,서울시  군자동 343-12,127.070634,37.55126
에피소드1,군자동 355-5,서울시  군자동 355-5,127.068097,37.548654
동양파라곤(2),군자동 358-9,서울시  군자동 358-9,127.069696,37.548414
동양파라곤,군자동 360-20,서울시  군자동 360-20,127.070273,37.548437
광진We’vePark,군자동 503,서울시  군자동 503,127.070874,37.548298
일성파크,군자동 99,서울시  군자동 99,127.072613,37.551366
호수1차A동,궁동 112-10,서울시  궁동 112-10,126.830115,37.500196
호수2차B동,궁동 112-9,서울시  궁동 112-9,126.830067,37.500376
다청림102동(143-0),궁동 143,서울시  궁동 143,126.830881,37.500375
강남그린,궁동 178-13,서울시  궁동 178-13,126.831101,37.49716
다청림(107동),궁동 178-5,서울시  궁동 178-5,126.831434,37.497569
대명하이빌(103동),궁동 178-7,서울시  궁동 178-7,126.831371,37.49728
다청림(104동),궁동 182,서울시  궁동 182,126.830772,37.49795
다청림(103동),궁동 182-11,서울시  궁동 182-11,126.831169,37.497882
다청림(101동),궁동 182-4,서울시  궁동 182-4,126.831072,37.498322
대명하이빌101동,궁동 184-20,서울시  궁동 184-20,126.831556,37.496994
대명하이빌102동,궁동 184-6,서울시  궁동 184-6,126.831751,37.496815
대명그린(아),궁동 190-121,서울시  궁동 190-121,126.832399,37.495867
수정,궁동 198-39,서울시  궁동 198-39,126.836972,37.493407
뉴파인,궁동 236-4,서울시  궁동 236-4,126.825809,37.496405
우남푸르미아,궁동 290,서울시  궁동 290,126.829824,37.493507
신금호,금호동1가 128-5,서울시  금호동1가 128-5,127.02301,37.556525
금호삼성래미안,금호동1가 1500,서울시  금호동1가 1500,127.02734,37.549055
신금호두산위브,금호동1가 1818,서울시  금호동1가 1818,127.022621,37.555936
이편한세상금호파크힐스,금호동1가 1824,서울시  금호동1가 1824,127.024506,37.552915
벽산,금호동1가 633,서울시  금호동1가 633,127.027226,37.551757
하나,금호동1가 635,서울시  금호동1가 635,127.026618,37.550617
신금호파크자이,금호동2가 1,서울시  금호동2가 1,127.018777,37.55567
금호자이1차,금호동2가 1215,서울시  금호동2가 1215,127.022527,37.552764
래미안하이리버,금호동2가 1217,서울시  금호동2가 1217,127.024483,37.551203
상기,금호동2가 500-7,서울시  금호동2가 500-7,127.018919,37.552563
두산,금호동3가 1331,서울시  금호동3가 1331,127.016396,37.549956
금호한신,금호동3가 1662,서울시  금호동3가 1662,127.017728,37.550192
금호자이2차,금호동3가 700,서울시  금호동3가 700,127.021913,37.55038
금호1차푸르지오,금호동3가 917,서울시  금호동3가 917,127.02062,37.549748
롯데,금호동4가 1250,서울시  금호동4가 1250,127.017272,37.54699
브라운스톤금호,금호동4가 1507,서울시  금호동4가 1507,127.015793,37.546725
브라운스톤2차,금호동4가 1550,서울시  금호동4가 1550,127.015331,37.547478
힐스테이트 서울숲 리버,금호동4가 1553,서울시  금호동4가 1553,127.026442,37.546768
삼산금호,금호동4가 180,서울시  금호동4가 180,127.024724,37.547475
서울숲푸르지오2차,금호동4가 235,서울시  금호동4가 235,127.023973,37.546009
"서울숲푸르지오2차(임대,212동)",금호동4가 235-1,서울시  금호동4가 235-1,127.023933,37.547378
서울숲푸르지오,금호동4가 340,서울시  금호동4가 340,127.022337,37.544752
대우,금호동4가 800,서울시  금호동4가 800,127.019696,37.545974
형인허브빌아파트,길동 100,서울시  길동 100,127.14769,37.539668
청원파크빌3,길동 103-5,서울시  길동 103-5,127.145811,37.538691
하이존,길동 106,서울시  길동 106,127.146527,37.538407
동삼빌라트,길동 107,서울시  길동 107,127.147652,37.53901
서한베네치아,길동 143-4,서울시  길동 143-4,127.145572,37.536842
길동3차이룸,길동 146-1,서울시  길동 146-1,127.145035,37.536252
엠.프라자,길동 152-3,서울시  길동 152-3,127.143166,37.535464
삼익세라믹,길동 184,서울시  길동 184,127.148578,37.538143
해맞이에이동,길동 228,서울시  길동 228,127.143442,37.535123
삼유스위트빌,길동 241-5,서울시  길동 241-5,127.140359,37.534596
예전이룸1차,길동 242-6,서울시  길동 242-6,127.140795,37.535059
광남캐스빌(247-0),길동 247,서울시  길동 247,127.139928,37.534665
웅주아크로파크,길동 320-9,서울시  길동 320-9,127.142963,37.544311
주풍그린빌,길동 323-1,서울시  길동 323-1,127.144177,37.544004
다성이즈빌(324-6),길동 324-6,서울시  길동 324-6,127.145269,37.54357
한전우성1,길동 332,서울시  길동 332,127.144061,37.543318
시가오똠,길동 334-3,서울시  길동 334-3,127.14303,37.543383
시가오똠에이동,길동 334-6,서울시  길동 334-6,127.142976,37.543211
예전이룸2차,길동 337-19,서울시  길동 337-19,127.142779,37.542561
동서울오네뜨,길동 339-1,서울시  길동 339-1,127.143617,37.542549
현대웰하임(101동),길동 343-1,서울시  길동 343-1,127.145432,37.541139
현대웰하임(201동),길동 343-2,서울시  길동 343-2,127.145976,37.541116
대상,길동 344-5,서울시  길동 344-5,127.144674,37.541115
효성노바,길동 346-1,서울시  길동 346-1,127.143094,37.541762
태솔,길동 347-20,서울시  길동 347-20,127.142583,37.541929
예다움,길동 347-27,서울시  길동 347-27,127.142667,37.541488
다성이즈빌,길동 348-4,서울시  길동 348-4,127.141571,37.54039
다성이즈빌(349-1),길동 349-1,서울시  길동 349-1,127.14254,37.540712
태흥,길동 350-9,서울시  길동 350-9,127.143653,37.540378
신세대빌라트,길동 351-2,서울시  길동 351-2,127.144658,37.540574
양촌,길동 352-3,서울시  길동 352-3,127.145577,37.540347
길동쎈스빌주상복합,길동 352-4,서울시  길동 352-4,127.145937,37.540557
유덕휴먼빌,길동 353-40,서울시  길동 353-40,127.145786,37.539916
문화1,길동 356-8,서울시  길동 356-8,127.143525,37.53971
에스엠이로빌,길동 358-1,서울시  길동 358-1,127.141602,37.539624
청원파크빌2,길동 361-18,서울시  길동 361-18,127.145233,37.538741
라인,길동 365-1,서울시  길동 365-1,127.141449,37.539173
백천이스트하임,길동 366-13,서울시  길동 366-13,127.141004,37.539467
에이스빌(370-20),길동 370-20,서울시  길동 370-20,127.138846,37.540226
다성이즈빌,길동 371-9,서울시  길동 371-9,127.138334,37.540465
SM드림빌,길동 378-1,서울시  길동 378-1,127.139658,37.538502
에스엠이로빌(379-0),길동 379,서울시  길동 379,127.138944,37.538587
SM빌,길동 380-1,서울시  길동 380-1,127.138407,37.539024
광남아파트 102동,길동 380-6,서울시  길동 380-6,127.138614,37.538719
